Inquiry_Date,Country,Buyer_Segment,Inq_Product_Family,Sold
2023-06-19,Mexico,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,CECA,Unknown,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Argentina,Decision Maker,Google Workspace,1
2023-06-19,Mexico,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Mexico,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Chile,Practitioner,Google Cloud Platform,1
2023-06-19,MCO,Decision Maker,Google Cloud Platform,1
2023-06-19,Rest of SOLA,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,CECA,Decision Maker,Google Workspace,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Workspace,1
2023-06-19,PS,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Chile,Decision Maker,Google Cloud Platform,1
2023-06-19,CECA,Executive,Google Cloud Platform,0
2023-06-19,Rest of SOLA,Decision Maker,Google Cloud Platform,1
2023-06-19,Mexico,Decision Maker,Google Workspace,1
2023-06-19,CECA,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,CECA,Practitioner,Google Cloud Platform,0
2023-06-19,Peru,Decision Maker,Google Cloud Platform,1
2023-06-19,Mexico,Practitioner,Google Cloud Platform,0
2023-06-19,CECA,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Chile,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Cloud Platform,1
2023-06-19,MCO,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Workspace,0
2023-06-19,Rest of SOLA,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Chile,Decision Maker,Google Cloud Platform,1
2023-06-19,Colombia,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Unknown,Google Cloud Platform,1
2023-06-19,Peru,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Mexico,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Colombia,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Rest of SOLA,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Chile,Executive,Google Cloud Platform,1
2023-06-19,CECA,Practitioner,Google Workspace,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Workspace,1
2023-06-19,Chile,Decision Maker,Google Workspace,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Chile,Unknown,Google Cloud Platform,0
2023-06-19,MCO,Practitioner,Google Cloud Platform,1
2023-06-19,Mexico,Decision Maker,Google Workspace,1
2023-06-19,Chile,Executive,Google Cloud Platform and Google Workspace,0
2023-06-19,CECA,Executive,Google Cloud Platform,0
2023-06-19,Argentina,Practitioner,Google Cloud Platform,1
2023-06-19,Mexico,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Mexico,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Workspace,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,PS,Decision Maker,Google Workspace,1
2023-06-19,PS,Practitioner,Google Workspace,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform and Google Workspace,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,CECA,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Workspace,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Decision Maker,Google Cloud Platform,1
2023-06-19,CECA,Executive,Google Cloud Platform,0
2023-06-19,CECA,Practitioner,Google Cloud Platform,0
2023-06-19,Chile,Practitioner,Google Cloud Platform,0
2023-06-19,CECA,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Workspace,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,MCO,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Mexico,Executive,Google Cloud Platform,0
2023-06-19,Colombia,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,PS,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Others,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Mexico,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,MCO,Practitioner,Google Cloud Platform,0
2023-06-19,Colombia,Decision Maker,Google Cloud Platform,0
2023-06-19,CECA,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Practitioner,Google Cloud Platform,0
2023-06-19,PS,Practitioner,Google Workspace,1
2023-06-19,Colombia,Practitioner,Google Cloud Platform,0
2023-06-19,Argentina,Practitioner,Google Workspace,0
2023-06-19,Chile,Unknown,Google Cloud Platform,0
2023-06-19,Mexico,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,MCO,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,PS,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Decision Maker,Google Cloud Platform,1
2023-06-19,Chile,Decision Maker,Google Cloud Platform,0
2023-06-19,Colombia,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Argentina,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Unknown,Google Cloud Platform,0
2023-06-19,MCO,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Chile,Unknown,Google Cloud Platform,1
2023-06-19,Colombia,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,Argentina,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,CECA,Decision Maker,Google Cloud Platform,0
2023-06-19,CECA,Practitioner,Google Workspace,0
2023-06-19,Colombia,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Argentina,Practitioner,Google Cloud Platform,1
2023-06-19,Rest of SOLA,Decision Maker,Google Cloud Platform,0
2023-06-19,Peru,Decision Maker,Google Cloud Platform,1
2023-06-19,Mexico,Decision Maker,Google Workspace,1
2023-06-19,CECA,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Practitioner,Google Cloud Platform,0
2023-06-19,Colombia,Practitioner,Google Cloud Platform,0
2023-06-19,Colombia,Executive,Google Cloud Platform,1
2023-06-19,Chile,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Workspace,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Workspace,0
2023-06-19,PS,Practitioner,Google Workspace,1
2023-06-19,CECA,Executive,Google Cloud Platform,0
2023-06-19,Colombia,Unknown,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,CECA,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,MCO,Practitioner,Google Cloud Platform,0
2023-06-19,Chile,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Unknown,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Workspace,1
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Peru,Executive,Google Workspace,0
2023-06-19,CECA,Practitioner,Google Workspace,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Unknown,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Chile,Practitioner,Google Cloud Platform,0
2023-06-19,CECA,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,CECA,Unknown,Google Workspace,1
2023-06-19,Peru,Practitioner,Google Cloud Platform,1
2023-06-19,Colombia,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Colombia,Decision Maker,Google Cloud Platform,1
2023-06-19,Chile,Practitioner,Google Workspace,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Cloud Platform,0
2023-06-19,PS,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Practitioner,Google Workspace,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Peru,Decision Maker,Google Workspace,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Workspace,0
2023-06-19,Chile,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Colombia,Decision Maker,Google Cloud Platform,0
2023-06-19,Mexico,Decision Maker,Google Workspace,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Unknown,Others,1
2023-06-19,Colombia,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,MCO,Practitioner,Google Cloud Platform,0
2023-06-19,PS,Unknown,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Workspace,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,CECA,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,CECA,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,MCO,Decision Maker,Google Cloud Platform,0
2023-06-19,Mexico,Decision Maker,Google Workspace,0
2023-06-19,CECA,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Practitioner,Google Cloud Platform,1
2023-06-19,Chile,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Mexico,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Cloud Platform and Google Workspace,0
2023-06-19,Brazil,Unknown,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Workspace,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,CECA,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Chile,Practitioner,Google Cloud Platform,1
2023-06-19,Mexico,Executive,Google Workspace,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,CECA,Executive,Google Cloud Platform,0
2023-06-19,CECA,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Mexico,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform and Google Workspace,0
2023-06-19,Chile,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Workspace,0
2023-06-19,Mexico,Practitioner,Google Workspace,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Argentina,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Mexico,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Workspace,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Peru,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,PS,Decision Maker,Google Cloud Platform,1
2023-06-19,Peru,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Colombia,Decision Maker,Google Workspace,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Peru,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Mexico,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Chile,Practitioner,Google Cloud Platform,1
2023-06-19,MCO,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Rest of SOLA,Practitioner,Google Cloud Platform,0
2023-06-19,Colombia,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Decision Maker,Google Workspace,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Mexico,Decision Maker,Google Cloud Platform,1
2023-06-19,Rest of SOLA,Decision Maker,Google Cloud Platform,1
2023-06-19,Peru,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Mexico,Practitioner,Google Workspace,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Mexico,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,MCO,Practitioner,Google Cloud Platform,1
2023-06-19,CECA,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Workspace,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Colombia,Decision Maker,Google Cloud Platform,1
2023-06-19,Mexico,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Peru,Executive,Google Cloud Platform,0
2023-06-19,Peru,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,MCO,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,PS,Unknown,Google Workspace,0
2023-06-19,PS,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Mexico,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Chile,Decision Maker,Google Cloud Platform,1
2023-06-19,Colombia,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Colombia,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Chile,Executive,Google Cloud Platform,1
2023-06-19,Colombia,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Decision Maker,Google Workspace,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Mexico,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,CECA,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Colombia,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Mexico,Unknown,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,CECA,Practitioner,Google Cloud Platform,0
2023-06-19,Chile,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Argentina,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Unknown,Google Cloud Platform,1
2023-06-19,Mexico,Executive,Google Cloud Platform,1
2023-06-19,Mexico,Decision Maker,Google Cloud Platform,0
2023-06-19,Mexico,Decision Maker,Google Workspace,1
2023-06-19,PS,Practitioner,Google Cloud Platform and Google Workspace,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Rest of SOLA,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Peru,Executive,Google Cloud Platform,0
2023-06-19,Colombia,Practitioner,Google Cloud Platform,0
2023-06-19,Colombia,Decision Maker,Google Cloud Platform,1
2023-06-19,Mexico,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,MCO,Practitioner,Google Cloud Platform,1
2023-06-19,CECA,Decision Maker,Google Cloud Platform,0
2023-06-19,Mexico,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Chile,Practitioner,Google Cloud Platform,1
2023-06-19,Chile,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Unknown,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,MCO,Practitioner,Google Cloud Platform,0
2023-06-19,PS,Executive,Google Cloud Platform,1
2023-06-19,Colombia,Practitioner,Google Cloud Platform,0
2023-06-19,Colombia,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Chile,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Colombia,Unknown,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform and Google Workspace,0
2023-06-19,Peru,Decision Maker,Google Cloud Platform,1
2023-06-19,MCO,Practitioner,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,Peru,Executive,Google Cloud Platform,1
2023-06-19,Brazil,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform and Google Workspace,0
2023-06-19,Brazil,Executive,Google Cloud Platform,1
2023-06-19,CECA,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Brazil,Practitioner,Google Cloud Platform,0
2023-06-19,Colombia,Executive,Google Cloud Platform,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,0
2023-06-19,Brazil,Practitioner,Google Cloud Platform,1
2023-06-19,Rest of SOLA,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Cloud Platform,0
2023-06-19,PS,Practitioner,Google Cloud Platform,0
2023-06-19,PS,Practitioner,Google Cloud Platform,0
2023-06-19,PS,Executive,Google Workspace,0
2023-06-19,Brazil,Decision Maker,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Cloud Platform,1
2023-06-19,MCO,Decision Maker,Google Cloud Platform,1
2023-06-19,MCO,Practitioner,Google Cloud Platform,1
2023-06-19,PS,Practitioner,Google Workspace,0
2023-06-19,MCO,Practitioner,Google Cloud Platform,1
2023-06-19,Chile,Decision Maker,Google Cloud Platform,0
